000080,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,28
000080,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,132
000081,01.12.2018 - 28.02.2019,Новые пользователи,123
000081,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,29
000081,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,159
000082,01.12.2018 - 28.02.2019,Новые пользователи,121
000082,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,41
000082,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,158
000083,01.12.2018 - 28.02.2019,Новые пользователи,139
000083,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,41
000083,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,176
000084,01.12.2018 - 28.02.2019,Новые пользователи,123
000084,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,43
000084,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,153
000085,01.12.2018 - 28.02.2019,Новые пользователи,104
000085,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,24
000085,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,146
000086,01.12.2018 - 28.02.2019,Новые пользователи,93
000086,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,33
000086,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,123
000087,01.12.2018 - 28.02.2019,Новые пользователи,102
000087,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,29
000087,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,137
000088,01.12.2018 - 28.02.2019,Новые пользователи,85
000088,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,35
000088,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,106
000089,01.12.2018 - 28.02.2019,Новые пользователи,85
000089,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,32
000089,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,83
000090,01.12.2018 - 28.02.2019,Новые пользователи,118
000090,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,49
000090,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,115
000091,01.12.2018 - 28.02.2019,Новые пользователи,83
000091,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,27
000091,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,105
000092,01.12.2018 - 28.02.2019,Новые пользователи,79
000092,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,31
000092,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,89
000093,01.12.2018 - 28.02.2019,Новые пользователи,61
000093,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,23
000093,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,69
000094,01.12.2018 - 28.02.2019,Новые пользователи,80
000094,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,18
000094,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,94
000095,01.12.2018 - 28.02.2019,Новые пользователи,61
000095,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,19
000095,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,71
000096,01.12.2018 - 28.02.2019,Новые пользователи,93
000096,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,18
000096,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,108
000097,01.12.2018 - 28.02.2019,Новые пользователи,75
000097,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,13
000097,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,93
000098,01.12.2018 - 28.02.2019,Новые пользователи,66
000098,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,20
000098,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,74
000099,01.12.2018 - 28.02.2019,Новые пользователи,66
000099,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,23
000099,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,69
000100,01.12.2018 - 28.02.2019,Новые пользователи,55
000100,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,23
000100,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,52
000101,01.12.2018 - 28.02.2019,Новые пользователи,85
000101,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,25
000101,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,89
000102,01.12.2018 - 28.02.2019,Новые пользователи,106
000102,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,35
000102,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,106
000103,01.12.2018 - 28.02.2019,Новые пользователи,120
000103,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,32
000103,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,122
000104,01.12.2018 - 28.02.2019,Новые пользователи,109
000104,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,29
000104,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,145
000105,01.12.2018 - 28.02.2019,Новые пользователи,120
000105,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,35
000105,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,146
000106,01.12.2018 - 28.02.2019,Новые пользователи,122
000106,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,34
000106,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,160
000107,01.12.2018 - 28.02.2019,Новые пользователи,99
000107,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,23
000107,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,168
000108,01.12.2018 - 28.02.2019,Новые пользователи,111
000108,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,29
000108,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,140
000109,01.12.2018 - 28.02.2019,Новые пользователи,113
000109,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,28
000109,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,149
000110,01.12.2018 - 28.02.2019,Новые пользователи,119
000110,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,28
000110,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,160
000111,01.12.2018 - 28.02.2019,Новые пользователи,124
000111,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,32
000111,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,147
000112,01.12.2018 - 28.02.2019,Новые пользователи,74
000112,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,37
000112,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,91
000113,01.12.2018 - 28.02.2019,Новые пользователи,69
000113,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,26
000113,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,88
000114,01.12.2018 - 28.02.2019,Новые пользователи,74
000114,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,30
000114,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,97
000115,01.12.2018 - 28.02.2019,Новые пользователи,64
000115,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,31
000115,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,69
000116,01.12.2018 - 28.02.2019,Новые пользователи,76
000116,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,32
000116,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,78
000117,01.12.2018 - 28.02.2019,Новые пользователи,58
000117,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,27
000117,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,62
000118,01.12.2018 - 28.02.2019,Новые пользователи,76
000118,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,27
000118,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,88
000119,01.12.2018 - 28.02.2019,Новые пользователи,50
000119,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,24
000119,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,53
000120,01.12.2018 - 28.02.2019,Новые пользователи,66
000120,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,16
000120,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,74
000121,01.12.2018 - 28.02.2019,Новые пользователи,59
000121,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,14
000121,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,72
000122,01.12.2018 - 28.02.2019,Новые пользователи,56
000122,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,25
000122,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,59
000123,01.12.2018 - 28.02.2019,Новые пользователи,64
000123,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,23
000123,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,66
000124,01.12.2018 - 28.02.2019,Новые пользователи,73
000124,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,23
000124,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,79
000125,01.12.2018 - 28.02.2019,Новые пользователи,113
000125,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,39
000125,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,107
000126,01.12.2018 - 28.02.2019,Новые пользователи,107
000126,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,31
000126,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,119
000127,01.12.2018 - 28.02.2019,Новые пользователи,102
000127,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,19
000127,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,124
000128,01.12.2018 - 28.02.2019,Новые пользователи,137
000128,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,24
000128,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,167
000129,01.12.2018 - 28.02.2019,Новые пользователи,89
000129,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,26
000129,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,118
000130,01.12.2018 - 28.02.2019,Новые пользователи,114
000130,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,35
000130,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,153
000131,01.12.2018 - 28.02.2019,Новые пользователи,109
000131,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,35
000131,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,148
000132,01.12.2018 - 28.02.2019,Новые пользователи,95
000132,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,28
000132,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,124
000133,01.12.2018 - 28.02.2019,Новые пользователи,128
000133,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,41
000133,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,151
000134,01.12.2018 - 28.02.2019,Новые пользователи,84
000134,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,27
000134,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,113
000135,01.12.2018 - 28.02.2019,Новые пользователи,90
000135,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,31
000135,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,107
000136,01.12.2018 - 28.02.2019,Новые пользователи,83
000136,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,24
000136,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,94
000137,01.12.2018 - 28.02.2019,Новые пользователи,85
000137,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,31
000137,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,94
000138,01.12.2018 - 28.02.2019,Новые пользователи,74
000138,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,27
000138,01.12.2018 - 28.02.2019,Трафик планшетных и обычных ПК,72
000139,01.12.2018 - 28.02.2019,Новые пользователи,80
000139,01.12.2018 - 28.02.2019,Трафик с мобильных устройств,33
